"Wild.type.untreated.rep1"	"Wild.type.untreated.rep2"	"Wild.type.untreated.rep3"	"Wild.type.untreated.rep4"	"Wild.type.untreated.rep5"	"Wild.type.antibiotic.treated.rep1"	"Wild.type.antibiotic.treated.rep2"	"Wild.type.antibiotic.treated.rep3"	"Wild.type.antibiotic.treated.rep4"	"Wild.type.antibiotic.treated.rep5"
"BDNF"	5.55167	5.599226	5.612505	5.587951	5.543829	5.471539	5.526562	5.478593	5.554947	5.570905
"RABGAP1L"	5.841782	6.056872	6.1615	6.054248	6.028078	6.17799	5.798752	5.999713	6.203893	6.01563
"CD200"	5.620285	5.633232	6.089555	5.776756	5.698592	5.990175	5.907126	5.889913	5.804699	5.993586
"ASAP2"	6.075534	6.206387	6.075513	6.34034	6.110121	6.28334	6.313225	6.179961	6.303026	6.344209
"RNPS1"	7.057921	7.095274	6.885742	6.700094	6.861138	7.100363	6.901384	6.911441	7.151709	6.945434
"ABHD13"	5.865033	5.820928	5.844118	5.769249	5.788245	5.667034	5.628043	5.654725	5.747575	5.657703
"RASL12"	5.754579	5.672787	5.720824	5.751923	5.851206	5.640899	5.999532	5.75604	5.589217	5.634849
"RASGRP1"	6.137173	5.894767	5.77536	5.976937	6.008513	5.787809	5.900927	6.098142	5.787441	5.67277
"IFRD1"	6.836734	6.233856	6.305494	5.986087	5.932636	6.117768	5.998022	5.950302	6.361164	6.243357
"AKT1S1"	8.368931	8.232979	7.878401	8.206247	7.983673	8.172598	8.539064	8.554284	8.198558	8.204241
"NFE2L2"	6.479854	6.489088	6.495087	6.584489	6.998615	6.57758	6.794416	7.018923	7.124574	6.968944
"GPN2"	7.754807	7.651685	7.48993	7.470674	7.877455	7.909645	8.355749	7.423619	7.750232	8.092399
"THUMPD2"	5.678962	5.881406	5.858306	5.79658	5.590751	5.897399	5.801514	5.899216	5.793435	5.874685
"TMEM177"	6.480984	6.778805	6.353728	5.979702	6.256611	6.350639	6.624762	6.388663	6.418264	6.358454
"SPTBN1"	6.456251	6.460929	6.561173	6.667733	6.494664	6.358188	6.231107	6.523019	6.439613	6.415301
"WNK2"	6.612554	6.741524	6.285292	6.195442	5.640954	6.1963	6.538186	5.971985	6.122601	6.059387
"CNKSR2"	5.900674	5.745729	5.561626	5.707665	5.609149	5.761887	5.675484	5.680454	5.872239	5.689206
"LOC646862"	5.594008	5.584869	5.748302	5.660953	5.607283	5.704029	5.643158	5.546555	5.632948	5.671959
"ANTXR2"	6.507899	6.703725	6.612177	6.643211	6.629902	7.063263	6.703793	6.802806	6.716123	6.696708
"ZNF143"	6.108756	6.452461	6.242222	6.174549	6.008501	6.437914	6.12923	6.317246	6.399695	6.274002
"MCRS1"	6.422756	6.384212	6.306209	6.336443	6.18643	6.57457	6.604937	6.399129	6.455329	6.341818
"UNC119B"	7.595956	7.736065	7.703774	7.699741	8.091647	7.931086	8.077084	7.87436	7.871162	7.848056
"QRSL1"	9.659354	9.605003	9.427695	9.458588	9.534055	9.23829	9.723701	9.386013	9.646572	9.481464
"KRT35"	5.759049	5.434205	5.605283	5.667982	5.843689	5.511133	5.684465	5.583746	5.477577	5.535121
"NKPD1"	5.575778	5.688175	5.567654	5.554374	5.560537	5.572594	5.650768	5.574964	5.572328	5.596541
"SLC38A6"	6.906267	6.788066	6.336426	7.024118	7.275799	7.312258	6.821402	7.012019	6.413346	6.991974
"IDS"	6.753891	6.820106	6.716836	6.764963	6.769526	6.977113	6.602684	6.727039	6.922495	6.921231
"RIMBP2"	5.701828	5.739016	5.628943	5.639438	5.616577	5.661209	5.572438	5.706249	5.616143	5.614323
"C11orf95"	5.658703	5.49212	5.630095	5.665828	5.834287	5.718189	5.575945	5.808954	5.466699	5.674632
"CRABP2"	5.747592	5.805202	5.895984	6.037419	5.834886	5.833112	5.940295	5.964272	5.75489	5.797451
"TK2"	8.64286	8.585299	8.29614	7.956676	8.109852	8.77328	8.616549	8.33911	8.454062	8.590259
"HACE1"	7.478765	7.572791	7.43292	7.60878	7.816033	7.274009	6.707065	7.198945	7.379819	7.38642
"PEBP1"	7.08706	7.098308	6.534573	6.592111	6.414441	6.983087	6.848735	6.642703	6.649282	6.583199
"RGMA"	6.138316	6.003833	5.806763	5.710626	6.103714	5.812529	5.662339	6.045452	6.014884	5.930554
"TGFBR1"	6.397275	6.416902	6.355635	6.422605	6.450131	6.501778	6.198224	6.488353	6.411077	6.283903
"INPP4A"	12.639962	12.775105	12.023273	12.418312	11.964617	11.162294	12.126563	12.589948	11.731278	11.888166
"SLC39A14"	5.711179	5.72307	5.75124	5.710124	5.68123	5.814538	5.99626	5.857403	5.850258	5.804607
"USP8"	5.997191	5.953445	6.061075	6.067478	6.251295	6.132553	5.781011	6.05735	6.007252	5.980088
"FAM229B"	5.95804	6.088563	5.897715	5.677289	5.790728	5.877981	5.792153	5.902914	5.769063	5.855258
"GPR142"	5.620459	5.62123	5.543857	5.540412	5.432704	5.553085	5.887775	5.548926	5.79959	5.706647
"TGFBRAP1"	9.616699	9.704519	9.566616	9.547099	9.256594	9.645283	9.814718	9.564051	9.926901	9.696426
"SYNPO2L"	5.949575	5.677089	5.712828	5.855258	5.824214	5.904803	5.648512	6.015463	5.812096	5.814748
"CD109"	5.639501	5.452704	5.507194	5.507525	5.618808	5.510476	5.491397	5.644052	5.395236	5.426411
"CHIT1"	5.689669	5.682028	5.721857	5.88195	5.725518	5.752231	5.8418	5.735372	5.715977	5.70139
"CRTC3"	6.846448	6.825442	6.432596	6.7319	6.649741	7.13388	7.322888	6.954842	6.995632	6.95471
"FDXR"	6.749114	6.649546	6.388014	6.445595	6.589055	6.60877	6.975097	6.522326	6.671768	6.687575
"FAHD2B"	7.120081	7.152244	6.906093	6.804917	7.098528	7.381235	8.012183	7.401614	7.406019	7.554818
"SFRP2"	5.775021	5.587071	5.775864	6.078969	5.643106	5.71311	6.005633	5.651821	5.504119	5.552267
"PLXND1"	5.765024	5.646421	5.737058	5.641773	5.556446	5.734618	5.726164	5.764485	5.706933	5.608721
"METAP2"	5.957745	5.924337	5.991815	5.884419	5.840199	5.871137	5.811142	5.922677	6.04342	5.952593
"PLXNA4"	5.63975	5.431278	5.480127	5.519113	5.568792	5.477215	5.430086	5.577692	5.441722	5.527426
"TIRAP"	7.091536	6.918929	6.894011	6.898738	7.052037	6.954428	7.256945	7.116944	6.868495	6.897207
"PHF20"	6.989539	7.126937	7.102779	6.862785	7.010673	6.635313	6.860403	7.13334	6.974714	6.932819
"GLRX2"	6.657298	6.883497	6.772342	6.51021	6.703147	6.899537	6.560359	6.539271	6.735797	6.819155
"CDCA4"	7.607601	7.513146	7.495474	7.36694	7.529754	7.522552	7.656021	7.535915	7.617871	7.626253
"EML5"	5.50464	5.578878	5.520772	5.635393	5.536958	5.461237	5.629748	5.628725	5.637492	5.557181
"SCN2A"	5.563164	5.76455	5.705383	5.662335	5.591635	5.645123	5.894921	5.550907	5.730404	5.695493
"NMNAT2"	5.619536	5.56237	5.581628	5.608591	5.584278	5.675599	5.643755	5.658825	5.654455	5.584284
"NME7"	8.552957	8.513218	8.538856	8.439671	8.477702	8.482148	8.369265	8.49292	8.512383	8.39839
"RAB22A"	6.440213	6.448641	6.68921	6.76871	6.718241	6.575822	6.584065	6.753808	6.737017	6.686263
"RCOR2"	5.592906	5.960486	5.815005	5.805108	5.618826	5.756497	5.818454	5.68769	5.759005	5.730217
"GFAP"	5.736462	5.457667	5.480405	5.691237	5.880668	5.5795	5.699591	5.584179	5.673219	5.539203
"LAPTM4B"	6.663571	6.57919	6.492025	6.404254	6.633511	6.473768	7.032286	6.471822	6.622986	6.694808
"ARID5B"	5.926515	6.151342	6.040968	6.189522	6.091733	6.105827	5.966246	6.264206	6.10523	6.098071
"RPUSD3"	6.313864	6.362716	6.403189	6.49371	6.185248	6.616608	6.888552	6.193252	6.579942	6.569128
"KYNU"	6.112468	5.504659	5.474917	5.7599	5.90195	5.555199	5.607502	5.511546	5.36701	5.471518
"EFCAB2"	5.807852	5.683773	5.597585	5.640072	5.785166	5.680069	5.687551	5.777825	5.762777	5.691375
"C8orf44-SGK3"	6.208062	6.045944	6.167826	6.115604	6.238647	6.053351	6.148456	6.15077	6.04072	6.034908
"XPR1"	9.057673	9.304838	8.743901	9.443394	9.736814	9.085695	8.346201	9.475527	9.500027	9.506813
"PDCD4"	9.763601	9.807451	9.203665	9.423193	9.638753	9.480103	8.773078	9.875262	9.542794	9.612177
"MDN1"	6.059552	6.056275	6.060662	5.908568	5.910198	5.86298	5.895222	5.971285	5.980237	6.088357
"DMRTC2"	5.751198	5.501257	5.562078	5.535628	5.613269	5.50916	5.456998	5.482969	5.78929	5.509732
"COMMD5"	7.780839	7.983673	7.947449	7.687522	8.235778	8.469761	8.398748	7.672548	8.051798	7.904813
"RNF167"	8.148219	8.189532	7.530097	7.777875	7.926628	8.269952	8.598003	8.104314	8.494798	8.498454
"HRASLS5"	5.64519	5.591434	5.756844	5.772062	5.617862	5.66936	5.557785	5.54909	5.506271	5.552046
"KLHL15"	6.190767	6.121046	5.972378	5.933167	5.850492	6.161691	6.249203	5.935876	5.986633	6.146501
"KIAA1109"	5.954324	6.254474	6.312188	6.298763	5.984135	6.104303	5.902381	6.023553	6.160817	5.994019
"CLIC1"	5.826441	5.446437	5.563393	5.591576	5.577815	5.605508	5.747563	5.687868	5.618077	5.577248
"TSC2"	8.32446	8.373017	7.974089	8.118312	7.865368	7.992646	8.382793	8.26753	8.201469	8.287335
"PGBD1"	5.606665	5.781316	5.823992	5.803419	5.740971	5.665245	5.629988	5.462545	5.855174	5.671225
"A3GALT2"	6.482247	6.642013	6.472294	6.527607	6.444102	6.73219	6.297684	6.448604	6.551546	6.430131
"IL24"	5.99955	5.596189	5.882529	5.767463	6.033322	5.708094	5.657372	5.814466	5.719479	5.794093
"METTL6"	6.298941	5.982604	6.344002	6.069643	6.321699	6.003177	6.209339	6.111291	6.136145	6.144465
"MBOAT2"	5.82583	5.702287	5.91929	5.728031	5.670585	5.76805	5.777775	5.639407	5.770059	5.782153
"PAK1"	6.686705	6.462466	6.670942	6.600193	6.731565	6.541073	6.816751	6.590837	6.736155	6.750241
"EML1"	5.92585	5.77986	5.660989	5.731829	5.974417	5.770021	5.790067	5.95367	5.903509	6.063935
"RASAL3"	5.783525	5.900274	5.786544	5.811972	5.757678	5.936153	5.752299	5.828986	5.703836	5.843577
"FNDC5"	6.467829	6.392617	6.245582	6.156873	6.279664	6.049962	6.864397	6.26301	6.154608	6.18896
"SYNM"	5.492601	5.691108	5.625671	5.673852	5.633038	5.603849	5.620638	5.570583	5.660863	5.646237
"MEGF10"	5.480515	5.621389	5.536338	5.546728	5.574855	5.587641	5.671079	5.677209	5.57326	5.681235
"UGT1A3"	5.483915	5.936868	5.574437	5.370972	5.600973	5.886408	6.079286	5.543335	5.820543	5.726492
"PHOSPHO1"	5.899307	5.928146	5.758761	5.896281	6.045452	6.083257	5.952498	5.813023	5.720846	6.094461
"CLPSL2"	5.590229	5.582975	5.684106	5.601607	5.671762	5.485733	5.879438	5.631479	5.61379	5.742401
"UBN1"	5.596817	6.001999	6.113044	5.982936	5.369665	5.828247	6.014829	5.753289	6.249094	5.996797
"SLC14A1"	5.620043	5.525131	5.472949	5.497968	5.666381	5.401042	5.462605	5.565709	5.402979	5.555407
"CDK5RAP3"	10.672899	10.581281	10.268956	10.081923	10.031766	9.845029	10.574067	10.337948	10.160487	9.983562
"MRPS33"	10.272288	10.102062	10.212386	9.839114	10.237171	10.317157	10.236332	10.187384	10.083483	10.180608
"AIM1L"	7.916124	7.696327	8.1331	8.240664	7.846747	7.878166	8.215002	8.037434	8.025555	8.077184
"ABLIM3"	5.577384	5.562742	5.560092	5.621218	5.671204	5.739121	5.570689	5.604209	5.572901	5.520021
"MEF2C"	6.154206	5.872237	5.891907	5.932792	6.167881	5.797035	5.908219	5.944719	5.711272	5.795317
"ELP5"	7.81525	8.005147	7.926673	7.699547	8.090091	7.866944	8.454918	7.884011	8.015045	8.024271
"CLN3"	7.479939	7.822256	7.088455	6.978741	7.588192	7.466097	8.657679	7.462852	8.587783	8.206247
"RUSC2"	5.787864	5.638357	5.501497	5.707538	5.686735	5.656495	5.779213	5.625551	5.646271	5.607051
"CLDN10"	5.711482	5.590182	6.062943	5.750027	5.68287	5.806713	5.794506	5.872643	5.622321	5.578016
"C17orf64"	5.560526	5.634176	5.661888	5.57487	5.542063	5.671982	5.538114	5.634802	5.697995	5.660148
"GSTM4"	6.250884	6.774217	6.268407	6.211817	6.19093	6.589045	6.692658	5.923532	6.735445	6.79332
"KCNMB1"	5.966301	5.586744	5.745341	5.624933	5.735784	5.506214	5.709857	5.783194	5.521583	5.701608
"FAM170A"	5.551526	5.61992	5.830309	5.913733	5.84705	5.809279	5.840645	5.724541	5.670373	5.654021
"AMIGO1"	5.892034	6.006411	5.884554	5.964664	5.983114	5.971394	6.138326	6.025288	5.976983	5.930472
"LRRC45"	6.643721	6.560971	6.520021	6.603417	6.756933	6.437478	6.619326	6.767821	6.505773	6.654105
"CNGA3"	5.682339	5.614571	5.480295	5.578982	5.584086	5.586299	5.656134	5.520117	5.618946	5.460655
"OSBPL9"	9.643521	9.828738	9.961221	10.151358	10.09654	9.718813	8.893858	9.874875	9.848643	9.686366
"IFT27"	6.773378	6.816447	6.632747	6.687802	6.663385	6.766383	7.080408	6.829624	6.63831	6.827268
"DYNLRB2"	5.597235	5.542783	5.602117	5.485847	5.702714	5.569946	5.513777	5.721197	5.563043	5.608496
"GRAMD2"	5.991623	5.73959	5.774795	5.731789	5.744149	5.622919	5.642518	5.629897	5.768794	5.77236
"CBY1"	5.744406	5.61869	5.786547	5.699865	5.843368	5.618001	5.91536	5.725248	5.641406	5.709637
"PLA2G3"	7.137794	6.70752	6.910943	7.002479	6.873522	6.040796	6.480021	6.483332	6.19924	6.204746
"TIA1"	6.399265	6.312954	6.656188	6.761477	6.56652	6.161889	5.824219	6.511207	6.345751	6.32371
"PRKAB2"	5.690796	5.657833	5.615464	5.82494	5.596305	5.638847	5.921019	5.688146	5.869417	5.650854
"CTBP1"	5.496154	5.620977	5.63709	5.57512	5.584775	5.562824	5.838225	5.476754	5.599332	5.687162
"AFAP1"	6.152516	6.023018	5.847515	6.053566	6.084175	6.022426	6.183845	6.205824	5.969075	5.946408
"DNAJC21"	7.254681	7.255406	7.489704	7.679253	7.46811	7.428162	6.985419	7.398683	7.750862	7.371956
"FKBP10"	5.523533	5.665432	5.465883	5.544088	5.554346	5.684719	5.505367	5.666051	5.504233	5.545635
"BLOC1S5"	7.647979	7.639716	7.638827	7.517031	7.738865	7.794989	7.961671	7.629312	7.62533	7.724652
"ORC3"	6.721051	6.879203	6.63607	6.700131	6.79555	6.533707	6.274845	6.497591	6.458834	6.448618
"C4B"	5.766066	5.738967	5.862078	5.918342	5.70568	5.734655	5.646708	5.652109	5.625272	5.695128
"ENTPD5"	8.531184	8.749818	7.92946	8.098331	8.38302	8.535545	8.678985	8.216124	8.671933	8.432817
"AWAT2"	5.678031	5.726993	5.806956	5.684605	5.649541	5.628312	5.697224	5.895776	5.726347	5.846783
"UBE2D2"	9.79712	9.682559	9.503397	9.510501	9.568187	9.331039	9.111691	9.63996	9.721736	9.678236
"SEMA4A"	11.454044	11.417592	11.474277	11.381789	11.141234	12.094037	11.708807	11.220133	11.471	11.985484
"KLHL13"	5.805609	5.472436	5.627035	5.601254	5.798611	5.749124	5.590934	5.626263	5.503527	5.45104
"PDIA2"	5.512084	5.496312	5.50703	6.418391	5.61759	5.84662	5.535081	5.461268	5.689761	6.231262
"PPAPDC3"	5.772893	5.700077	5.667337	5.798508	5.73383	5.684342	5.752636	5.765557	5.628177	5.696688
"TBC1D22B"	5.935376	5.737099	5.484673	5.926911	6.034496	5.937761	5.671003	5.908034	5.613595	5.589941
"NR2F6"	7.836971	7.750441	7.784383	7.7749	8.04185	8.063261	8.357866	7.957793	8.13974	7.898287
"CRTC1"	5.924629	5.68971	5.636908	5.775781	5.890032	5.612872	5.739434	5.896456	5.690298	5.644953
"CDC42BPA"	5.577002	5.652731	5.737364	5.785703	5.739513	5.611287	5.48182	5.750325	5.732755	5.577931
"DDX5"	6.659916	6.389189	6.272303	6.456858	6.654463	6.702004	6.241853	6.672433	6.994798	6.495818
"SNAPC2"	5.842754	5.590638	5.792399	5.563299	5.7611	5.627636	5.524767	5.822065	5.713248	5.664368
"DVL1"	5.888266	5.89788	5.911293	6.029786	6.392261	6.002809	5.913523	6.165755	6.101557	6.120755
"RHOB"	8.456937	8.644626	8.12098	8.901903	9.683476	8.793026	8.242704	8.962638	8.790227	8.853859
"SELT"	8.779433	8.886778	9.361383	9.185607	9.179195	9.111443	8.533706	9.068529	9.314463	8.86157
"FAM173A"	11.443415	11.303172	11.138128	11.345791	11.223092	11.130371	11.791555	11.417592	11.225374	11.556265
"TMEM167B"	7.572791	7.83512	7.45533	7.426677	7.5994	7.643581	7.688503	7.409358	7.8854	7.661238
"FSD2"	5.598688	5.647087	5.634841	5.752773	5.674016	5.612904	5.596756	5.697697	5.703902	5.578754
"EIF2B1"	8.897843	9.038612	9.054218	8.882665	9.27132	8.915155	9.348885	9.096612	9.376011	9.388051
"MCCC1"	8.006823	7.959228	7.708867	7.513265	7.491121	7.183021	8.11555	7.521217	7.938235	7.74493
"MGAM"	10.291975	10.256772	10.282072	10.247146	9.926901	9.854611	9.084762	10.227132	9.878681	9.79712
"ADD1"	7.99274	8.20473	7.826653	8.006825	8.192692	8.425086	8.362159	8.351257	8.37176	8.260011
"PIK3R4"	5.587645	5.609842	5.603714	5.616628	5.508686	5.524603	5.701114	5.618968	5.687635	5.493633
"ASXL3"	5.47203	5.45441	5.570476	5.516159	5.579677	5.503471	5.566531	5.529866	5.50699	5.521982
"G2E3"	5.902327	5.912644	6.125654	5.919487	5.99897	5.779824	5.669014	5.822434	5.940993	5.884756
"KAT2B"	5.798991	5.885391	6.075529	5.945242	6.111727	6.160409	5.833716	6.150545	6.121339	6.074142
"DICER1"	7.1103	7.06222	7.109445	7.144678	6.854681	7.059173	6.710578	7.019502	6.974595	6.870629
"YPEL5"	8.02848	8.267108	7.881184	7.833083	7.763211	8.234532	7.55067	7.842362	8.059319	8.124979
"CCDC18"	5.537795	5.569965	5.629721	5.735854	5.601082	5.461173	5.602116	5.587107	5.572736	5.591141
"DGKI"	5.490742	5.711643	5.690522	5.689762	5.615468	5.548614	5.723887	5.495187	5.665901	5.701285
"ADPGK"	5.715934	5.613994	5.472459	5.579774	5.512326	5.494695	5.632153	5.594907	5.52835	5.588952
"PPP1CA"	9.747202	9.839652	9.740887	9.654378	9.905682	10.012311	10.002878	9.899132	9.958997	9.875124
"ASXL1"	7.030339	7.236507	7.126331	7.210196	6.770891	6.829988	7.056312	7.000848	7.226489	7.342446
"KDM2B"	5.969036	5.965692	6.104119	6.005088	5.979991	6.067645	5.957673	5.951734	6.023619	6.136035
"PAK2"	7.613474	7.338768	7.470035	7.680845	7.586582	7.452328	7.142236	7.623432	8.015552	7.490395
"OSCAR"	5.942134	5.665064	5.724199	5.655697	5.853648	5.715732	5.837242	5.626583	5.858724	5.746178
"DBI"	10.549137	10.622747	10.557222	10.40841	10.569841	10.877924	10.020502	10.563451	10.21794	10.456403
"SEMA6A"	5.537572	5.647391	5.605752	5.651396	5.726263	5.764812	5.619174	5.700766	5.668857	5.707613
"DSG2"	7.590781	7.759945	7.832717	7.922658	7.98264	7.963861	7.641548	7.784417	8.180947	7.732307
"C19orf71"	5.673955	5.761999	5.794825	5.817686	5.653852	5.777035	5.927963	5.608916	5.764751	5.812806
"COPS4"	8.921938	8.978776	9.039212	8.592589	8.935994	8.934065	9.133066	8.838964	9.182373	9.05678
"IKZF5"	6.207705	6.004874	6.175407	6.12704	6.292957	6.139682	5.962435	6.262381	6.18728	6.104652
"MAP2K6"	6.211081	6.131907	6.135902	6.254708	6.451172	6.4555	6.25048	6.696341	6.709268	6.470346
"TMEM44"	6.093152	6.062076	6.126731	6.182016	5.887227	5.692438	5.92767	5.999206	5.853618	5.938648
"CHST11"	5.700922	5.715101	5.695227	5.71418	5.514439	5.611292	5.641849	5.549115	5.589726	5.636158
"BAIAP2L2"	6.49046	6.523881	6.172707	6.507381	5.75642	6.68199	6.583199	6.577299	6.665924	6.376479
"SDR9C7"	5.579057	5.555271	5.577699	5.577435	5.615773	5.538682	5.531039	5.542258	5.58925	5.548971
"AGFG2"	6.790042	6.844369	6.699626	6.801779	7.054184	6.954275	7.258139	7.085375	7.131162	7.307854
"RELT"	5.572852	5.632162	5.662169	5.687076	5.682276	5.633608	5.577093	5.686928	5.68709	5.666473
"INPPL1"	8.994776	9.112564	9.120623	9.090107	9.012064	9.003073	9.060654	8.869555	8.614917	8.879887
"FXYD4"	7.864538	7.890911	6.036356	6.463176	8.374072	7.910022	8.47611	9.122557	8.411456	9.034616
"ACTRT2"	5.787032	5.726418	5.851739	5.741915	5.822772	5.738223	5.88454	5.820342	5.890405	5.900793
"OR13J1"	5.457696	5.693975	5.657228	5.573447	5.604918	5.474917	5.602845	5.421223	5.633009	5.477044
"SYNE2"	6.216962	6.34234	6.090592	6.407578	6.293857	6.204591	6.343657	6.485614	6.360916	5.974238
"DNAJC19"	6.946206	6.905914	6.934906	6.975403	6.986276	7.087751	7.166927	7.015228	7.008184	6.937084
"SKIV2L"	9.603583	9.738499	9.546486	9.58363	9.474482	8.891426	9.546486	9.549705	9.398194	9.185276
"DYNC2H1"	5.589297	5.698686	5.664445	5.626603	5.712586	5.676242	5.656435	5.68074	5.718314	5.713987
"C9orf171"	5.703652	5.579832	5.577016	5.526188	5.709971	5.455399	5.680978	5.675627	5.631949	5.494111
"GPR88"	5.547479	5.58086	5.54578	5.599936	5.702459	5.526271	5.477492	5.423759	5.752163	5.464077
"MARCKSL1"	5.948297	5.920762	6.076007	5.874435	5.885563	6.085428	6.192223	6.03237	6.185106	6.067773
"COMMD1"	9.346986	9.30659	9.247245	8.742184	9.277546	9.413325	9.780008	9.281196	9.541985	9.446204
"MUM1"	9.571792	9.286302	9.343186	9.342142	9.060927	8.897843	9.336726	9.77277	9.07925	9.219472
"CDKN2C"	5.99556	5.951933	5.92248	5.879394	5.894074	5.978023	5.865085	5.842714	5.844935	5.871808
"SLC5A11"	5.349559	5.718359	5.675053	5.569577	5.564841	5.595597	5.643767	5.416808	5.747507	5.640151
"TRAF2"	6.417679	6.136955	6.046629	6.458356	6.213047	6.210794	6.07845	6.181945	6.155381	5.978678
"TTC39B"	7.261958	7.386139	7.620566	7.423043	7.492635	7.213193	6.859793	6.803822	7.128205	6.89804
"PPP2R3C"	6.294245	6.24843	6.313341	6.267936	6.272687	6.314786	6.114208	6.345477	6.466771	6.342541
"SAMD3"	5.71584	5.808469	5.840053	5.862037	5.552712	5.672667	5.845021	5.554957	5.800559	5.775377
"POLR3D"	5.654224	5.760147	5.739839	5.718763	5.685859	5.703366	5.755313	5.671311	5.776127	5.75695
"EIF3H"	6.565258	6.901731	6.681098	6.242323	6.449795	6.740437	7.112104	6.210313	7.22136	6.786653
"ZDHHC13"	9.682331	9.494902	9.843494	9.793239	9.778328	9.366669	8.772475	9.44527	9.647723	9.381328
"ADRA2B"	5.638894	5.577706	5.577013	5.780738	5.971635	5.595098	5.624869	5.644923	5.592576	5.631349
"CNDP2"	5.971425	6.088268	5.993974	5.773067	5.982281	6.4476	6.804283	6.004586	6.741076	6.653486
"HYAL3"	5.911447	5.659453	5.61761	5.618773	5.783495	5.713348	5.635935	5.677827	5.598415	5.609506
"DNAJA3"	7.606924	7.858926	7.698813	7.680778	7.557163	7.871017	7.953559	7.751991	7.856739	7.69235
"ZNF436"	7.88996	7.865736	7.931669	8.017712	8.710913	7.835866	8.535115	8.33224	8.523541	8.994994
"GRWD1"	6.59294	6.444082	6.927817	6.586629	6.500449	6.362764	6.758564	6.439604	6.3408	6.290962
"RIOK3"	8.704472	8.883068	8.772361	8.874592	8.773309	8.965239	8.291391	8.560873	9.011709	8.748765
"POLR3K"	6.921003	6.77247	7.093367	6.811204	7.099226	6.792929	6.410681	6.959139	6.875382	6.903489
"ELMO1"	6.054905	5.932085	5.98243	6.065731	6.050252	5.940216	5.854174	6.024417	5.966632	5.984447
"GPD2"	8.881756	8.61977	9.459801	9.235501	8.363324	8.254891	8.654536	8.263441	8.572899	8.148834
"SLC38A4"	5.617656	6.110531	6.064232	6.126153	5.44124	5.898933	6.237432	5.684759	6.140032	6.070861
"GLIPR1"	6.250757	6.259598	6.398419	6.047815	6.091667	6.376193	6.340316	6.035281	6.454743	6.288354
"MCTS1"	9.40329	9.28869	9.7543	9.650299	9.649886	9.293777	8.953423	9.968641	9.687897	9.418588
"LOC102723903"	5.559211	5.520691	5.530212	5.588716	5.787225	5.500529	5.560636	5.640637	5.559385	5.486459
"COQ10B"	7.335493	7.437308	7.355456	7.415715	7.743851	7.791503	7.454621	7.630803	7.776022	7.575714
"CSMD3"	5.503168	5.588331	5.491639	5.551338	5.433691	5.538744	5.515855	5.447638	5.553235	5.541482
"DNAH17"	5.614097	5.564301	5.582238	5.6116	5.65692	5.552059	5.645793	5.47954	5.678491	5.683956
"DPP8"	7.673431	8.416483	8.36564	7.892474	8.137079	7.832153	7.989018	7.544424	7.998518	7.899334
"MATN4"	5.59536	5.609612	5.592628	5.597765	5.71307	5.554434	5.718916	5.677566	5.521415	5.569801
"FAM19A4"	5.753284	5.569414	5.600662	5.555597	5.526166	5.708177	5.645975	5.652448	5.471178	5.515254
"PKHD1L1"	5.57139	5.568875	5.689032	5.508646	5.613952	5.670155	5.631576	5.672567	5.517067	5.625919
"PSD3"	5.507076	5.81021	5.580175	5.883235	5.388281	5.640865	6.152091	5.450181	5.778417	5.828593
"PDE4DIP"	6.648696	6.530142	6.524244	6.588161	6.60797	6.467652	6.5732	6.605642	6.469265	6.564753
"CREB1"	5.895567	5.761266	5.740227	5.821117	5.856174	5.764223	5.85415	5.925025	5.633595	5.737102
"ALG3"	7.136069	7.052855	6.968532	7.20806	6.983388	6.988606	7.43421	7.163001	6.735715	7.078945
"HIRIP3"	7.247926	7.041033	7.417395	7.273083	6.912283	6.333306	6.809516	7.355788	6.801778	6.842541
"AGPAT2"	8.927218	8.776879	8.740229	8.880912	8.976235	9.65506	9.895569	9.027479	9.512755	9.167804
"AP1S1"	7.902384	8.030456	8.159911	7.874976	8.068274	8.282076	8.39393	7.758288	8.217906	7.993599
"CHD7"	9.569539	9.621889	9.25073	9.474482	9.564967	9.424487	9.156348	9.88911	9.204665	9.275179
"FOXN2"	5.91494	6.028676	5.845921	6.011881	6.086453	5.910224	5.787805	6.145623	6.167622	5.872955
"EGFL7"	5.671416	5.670025	5.799819	5.768319	5.704314	5.653454	5.773748	5.598979	5.592795	5.72731
"TCF12"	6.134354	5.96376	6.147259	5.957413	6.235756	5.960802	5.832883	6.198178	5.979808	5.95962
"SLC39A4"	9.718504	9.4001	9.695346	10.052136	9.786436	9.345993	9.576888	9.030034	9.200208	9.186679
"MICAL1"	6.386018	6.1787	6.494446	6.523033	6.420506	5.952561	6.1691	6.207865	6.121043	6.288232
